bookID,title,authors,average_rating,isbn,isbn13
21248,Lake Orion (Images of America: Michigan),James E. Ingram/Lori Grove,4.5,0738539562,9.78074E+12
21266,Rick Steves' Europe Through the Back Door,Rick Steves,4.24,1566918081,9.78157E+12
21276,A Dangerous Man (Hank Thompson  #3),Charlie Huston,4.07,034548133X,9.78035E+12
21277,Already Dead (Joe Pitt  #1),Charlie Huston,3.79,034547824X,9.78035E+12
21278,Caught Stealing (Hank Thompson  #1),Charlie Huston,4.04,0345464788,9.78035E+12
21280,Ultimate Annuals  Volume 2,Charlie Huston/Mike Carey/Brian Michael Bendis/Robert Kirkman/Mike Deodato/Ryan Sook/Stuart Immonen/Frazier Irving,3.21,0785123717,9.78079E+12
21282,Dead I Well May Be (Dead Trilogy #1),Adrian McKinty,3.97,0743470567,9.78074E+12
21283,The Dead Yard (Michael Forsythe #2),Adrian McKinty,4.12,0743499484,9.78074E+12
21284,The Lighthouse Land (Lighthouse Trilogy #1),Adrian McKinty,3.6,081095480X,9.78081E+12
21290,Spider Mountain (Cam Richter  #2),P.T. Deutermann,3.92,031233379X,9.78031E+12
21294,The Edge of Honor,P.T. Deutermann,3.97,0312953968,9.78031E+12
21295,The Firefly,P.T. Deutermann,3.77,0312994818,9.78031E+12
21315,Diary of a Spider,Doreen Cronin/Harry Bliss,4.25,0060001534,9.78006E+12
21318,The Snow Spider (Snow Spider Trilogy  #1),Jenny Nimmo,3.7,0439846757,9.78044E+12
21320,Ultimate Spider-Man  Volume 16: Deadpool,Brian Michael Bendis/Mark Bagley,3.7,0785119272,9.78079E+12
21321,Ultimate Spider-Man  Volume 7,Brian Michael Bendis/Mark Bagley,4.1,078512148X,9.78079E+12
21322,Fables: 1001 Nights of Snowfall,Bill Willingham/Esao Andrews/John Bolton/Mark Buckingham/James Jean/Derek Kirk Kim/Tara  McPherson/Jill Thompson/Mark Wheatley/Michael Wm. Kaluta/Charles Vess/Brian Bolland,4.14,1401203671,9.7814E+12
21323,Cold Fire / Hideaway / The Key to Midnight,Dean Koontz/Leigh Nichols,4.18,0399146261,9.7804E+12
21324,Fables  Vol. 8: Wolves,Bill Willingham/Mark Buckingham/Steve Leialoha/Shawn McManus/Andrew Pepoy,4.27,1401210015,9.7814E+12
21325,Fables  Vol. 4: March of the Wooden Soldiers,Bill Willingham/Mark Buckingham/Craig Hamilton/Steve Leialoha/P. Craig Russell,4.29,1401202225,9.7814E+12
21326,Fables  Vol. 1: Legends in Exile,Bill Willingham/Terry Moore/Mike Allred/Lan Medina/Mark Buckingham/Matthew Sturges/Steve Leialoha/Craig Hamilton/Russ Braun/James Jean/Tony Akins/Eric Shanower/Shawn McManus/Jae Lee/Chrissie Zullo/David Petersen,3.97,1563899426,9.78156E+12
21327,Fables  Vol. 7: Arabian Nights (and Days),Bill Willingham/Mark Buckingham/Steve Leialoha/Jim Fern/Jimmy Palmiotti/Andrew Pepoy,4.09,1401210007,9.7814E+12
21328,Fables  Vol. 6: Homelands,Bill Willingham/David Hahn/Mark Buckingham/Lan Medina/Steve Leialoha,4.28,1401205003,9.7814E+12
21329,Fables  Vol. 3: Storybook Love,Bill Willingham/Bryan Talbot/Lan Medina/Mark Buckingham/Linda Medley/Steve Leialoha/James Jean,4.13,140120256X,9.7814E+12
21330,Fables  Vol. 5: The Mean Seasons,Bill Willingham/Mark Buckingham/Steve Leialoha/Tony Akins/Jimmy Palmiotti,4.19,1401204864,9.7814E+12
21332,The Choice: A Fable of Free Trade and Protectionism,Russell Roberts/Russ Roberts,3.75,0131433547,9.78013E+12
21338,Brewer's Dictionary of Phrase and Fable,John Ayto,4.38,0061121207,9.78006E+12
21341,Jack of Fables  Vol. 1: The (Nearly) Great Escape,Bill Willingham/Matthew Sturges/Tony Akins/Andrew Pepoy,3.58,1401212220,9.7814E+12
21342,Math Fables,Greg Tang/Heather Cahoon,4.03,043945400X,9.78044E+12
21343,The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,4.04,0787960756,9.78079E+12
21348,Aesop's Fables,Aesop/Laura Harris/Laura Gibbs,4.05,0192840509,9.78019E+12
21352,Icebound,David Axton/Dean Koontz/Paul Michael,3.76,0739341413,9.78074E+12
21353,Odd Thomas (Odd Thomas #1),Dean Koontz/David Baker,3.97,0739301764,9.78074E+12
21362,Seize the Night (Moonlight Bay  #2),Dean Koontz/Keith Szarabajka,4.08,0553479016,9.78055E+12
21365,From the Corner of His Eye,Dean Koontz/Stephen Lang,4.03,0553502697,9.78055E+12
21370,The Good Guy,Dean Koontz/Richard Ferrrone,3.82,0739332937,9.78074E+12
21402,Pompeii,Robert   Harris/Michael Cumpsty,3.82,0739341774,9.78074E+12
21425,3rd Degree,James Patterson/Andrew Gross/Carolyn McCormick,4.02,1586215981,9.78159E+12
21426,2nd Chance (Women's Murder Club #2),James Patterson/Melissa Leo/Jeremy Piven/Andrew Gross,4.04,1594831165,9.78159E+12
21430,The Big Bad Wolf,James Patterson/Peter J. Fernandez/Denis O'Hare,3.99,1586215809,9.78159E+12
21437,Pop Goes the Weasel,James Patterson/Roger Rees/Keith David,4,1594836116,9.78159E+12
21484,The Winds of War (The Henry Family  #1),Herman Wouk,4.37,0316952664,9.78032E+12
21489,Hollywood Station (Hollywood Station  #1),Joseph Wambaugh,3.73,0316066141,9.78032E+12
21491,The Choirboys,Joseph Wambaugh,4.06,0752851314,9.78075E+12
21493,Fire Lover: A True Story,Joseph Wambaugh,3.72,006009527X,9.78006E+12
21494,Floaters,Joseph Wambaugh,3.52,0553575953,9.78055E+12
21495,The New Centurions,Joseph Wambaugh,3.94,0440164176,9.78044E+12
21498,The Black Marble,Joseph Wambaugh,3.83,0440613965,9.78044E+12
21505,The Secrets of Harry Bright,Joseph Wambaugh,3.76,0722189141,9.78072E+12
21508,Lines and Shadows,Joseph Wambaugh,3.8,0553763253,9.78055E+12
21527,Hollywood Tough (Shane Scully  #3),Stephen J. Cannell/Paul Michael/Michael Prichard,3.86,1559278226,9.78156E+12
21530,Cold Hit (Shane Scully #5),Stephen J. Cannell/Scott Brick,3.85,1593977735,9.78159E+12
21534,Trunk Music (Harry Bosch  #5; Harry Bosch Universe  #6),Michael Connelly/Dick Hill,4.18,1423323386,9.78142E+12
21535,Angels Flight (Harry Bosch  #6),Michael Connelly/Dick Hill,4.18,159737685X,9.7816E+12
21536,The Black Echo (Harry Bosch  #1; Harry Bosch Universe  #1),Michael Connelly/Dick Hill,4.1,1423323254,9.78142E+12
21538,The Closers (Harry Bosch  #11; Harry Bosch Universe  #14),Michael Connelly/Len Cariou,4.13,1594830207,9.78159E+12
21539,Echo Park (Harry Bosch  #12; Harry Bosch Universe  #16),Michael Connelly/Len Cariou,4.12,1594835896,9.78159E+12
21543,The Poet (Jack McEvoy  #1; Harry Bosch Universe  #5),Michael Connelly/Buck Schirner,4.2,1423323238,9.78142E+12
21544,The Concrete Blonde (Harry Bosch  #3),Michael Connelly/Dick Hill,4.16,1596009209,9.7816E+12
21545,The Best American Mystery Stories 2003,Michael Connelly/Otto Penzler,3.6,0618390723,9.78062E+12
21550,Hundred-Dollar Baby (Spenser  #34),Robert B. Parker/Joe Mantegna,3.82,0739318659,9.78074E+12
21552,The Spenser Collection: Volume I (Spenser  #27-28),Robert B. Parker/Joe Mantegna,4.26,0739340190,9.78074E+12
21553,School Days (Spenser  #33),Robert B. Parker/Joe Mantegna,3.87,0739318616,9.78074E+12
21557,Potshot (Spenser  #28),Robert B. Parker/Joe Mantegna,3.89,0553702467,9.78055E+12
21581,Chance (Spenser  #23),Robert B. Parker/Burt Reynolds,4.1,0787107123,9.78079E+12
21608,The Accidental Time Machine,Joe Haldeman,3.7,0441014992,9.78044E+12
21609,A Separate War and Other Stories,Joe Haldeman/Connie Willis,3.68,0441014070,9.78044E+12
21611,The Forever War (The Forever War  #1),Joe Haldeman,4.15,0060510862,9.78006E+12
21613,Worlds Enough and Time (Worlds #3),Joe Haldeman,3.7,0688090257,9.78069E+12
21615,The Coming,Joe Haldeman,3.09,0441008763,9.78044E+12
21618,Forever Peace (The Forever War  #2),Joe Haldeman,3.74,0441005667,9.78044E+12
21621,Dealing in Futures,Joe Haldeman,3.73,0451452585,9.78045E+12
21624,Study War No More: A Selection of Alternatives,Joe Haldeman/William Nabors/Harry Harrison/Damon Knight/Harlan Ellison/Ben Bova/Poul Anderson/Isaac Asimov/Mack Reynolds/Alec Effinger,3.56,0380405199,9.78038E+12
21626,Not of Woman Born,Constance Ash/Nina Kiriki Hoffman/Patricia A. McKillip/Walter Jon Williams/Debra Doyle/James D. Macdonald/Kara Dalkey/Michael Armstrong/Richard Parks/Sage Walker/Susan Palwick/William F. Wu/Jack McDevitt/Janni Lee Simner/Robert Silverberg,3.82,0451456815,9.78045E+12
21629,Worlds Apart (Worlds 2),Joe Haldeman,3.69,0380716828,9.78038E+12
21638,Train_man  Volume 3 (Train_man),Hidenori Hara/Hitori Nakano,3.94,1421508508,9.78142E+12
21665,The Best American Mystery Stories 2004,Nelson DeMille/Otto Penzler,3.55,0618497420,9.78062E+12
21671,Mystic River,Dennis Lehane,4.18,0060584750,9.78006E+12
21673,Mystic River,Dennis Lehane,4.18,0593047508,9.78059E+12
21682,Coronado: Stories,Dennis Lehane,3.38,006113967X,9.78006E+12
21683,Prayers for Rain (Kenzie & Gennaro  #5),Dennis Lehane,4.09,0380730367,9.78038E+12
21685,A Drink Before the War (Kenzie & Gennaro  #1),Dennis Lehane,3.95,0156029022,9.78016E+12
21686,Shutter Island,Dennis Lehane,4.09,038073186X,9.78038E+12
21703,The Best American Mystery Stories 2002,James Ellroy/Otto Penzler/John Biguenet/Michael Connelly/Thomas H. Cook/Sean Doolittle/Brendan DuBois/David Edgerley Gates/Joe Gores/James Grady/Clark Howard/Stuart M. Kaminsky/Joe R. Lansdale/Michael Malone/Annette Meyers/Joyce Carol Oates/Robert B. Parker/F.X. Toole/Daniel Waterman/Scott Wolven/Fred Melton,3.58,0618258078,9.78062E+12
21704,The Black Dahlia (L.A. Quartet  #1),James Ellroy,3.75,0446698873,9.78045E+12
21705,The Black Dahlia Files: The Mob  the Mogul  and the Murder That Transfixed Los Angeles,Donald H. Wolfe,3.84,0060582502,9.78006E+12
21710,Corroborating Evidence: The Black Dahlia Murder,William T. Rasmussen,3.39,0865344922,9.78087E+12
21712,Childhood Shadows: The Hidden Story of the Black Dahlia Murder,Mary  Pacios,3.5,1585004847,9.78159E+12
21717,Triptych (Will Trent  #1),Karin Slaughter,4.13,0385339461,9.78039E+12
21718,Blindsighted (Grant County  #1),Karin Slaughter,4.09,0380820889,9.78038E+12
21719,Kisscut (Grant County  #2),Karin Slaughter,4.09,0060534044,9.78006E+12
21720,Beyond Reach (Grant County  #6),Karin Slaughter,4.19,038533947X,9.78039E+12
21721,A Faint Cold Fear (Grant County  #3),Karin Slaughter,4.08,0060534052,9.78006E+12
21722,Faithless (Grant County  #5),Karin Slaughter,4.12,0440242916,9.78044E+12
21723,Like A Charm,Karin Slaughter/Peter Robinson/John Connolly/Denise Mina/Mark Billingham,3.48,0060583312,9.78006E+12
21725,Like a Charm,Karin Slaughter/Denise Mina/John Harvey/Kelley Armstrong/John Connolly/Emma Donoghue/Jane Haddam/Laura Lippman/Peter Robinson/Fidelis Morgan/Peter Moore Smith/Lynda La Plante/Jerrilyn Farmer/Lee Child/Mark Billingham,3.48,0099462257,9.7801E+12
21735,The Enemy (Jack Reacher  #8),Lee Child/Dick Hill,4.16,1593553943,9.78159E+12
21739,The Visitor (Jack Reacher  #4),Lee Child/Hayward Morse/Garrick Hagon,4.09,1860428789,9.78186E+12
21742,Tripwire (Jack Reacher  #3),Lee Child/Dick Hill,4.09,1567408346,9.78157E+12
21743,Killing Floor (Jack Reacher  #1),Lee Child/Dick Hill,4.05,159355558X,9.78159E+12
21745,Without Fail (Jack Reacher  #6),Lee Child/Dick Hill,4.15,1590860624,9.78159E+12
21746,The Enemy (Jack Reacher  #8),Lee Child/Dick Hill,4.16,1590864093,9.78159E+12
21747,One Shot (Jack Reacher  #9),Lee Child/Dick Hill,4.21,1593555199,9.78159E+12
21749,Bad Luck and Trouble (Jack Reacher  #11),Lee Child,4.18,0739340670,9.78074E+12
21751,The Enemy (Jack Reacher  #8),Lee Child,4.16,1423319613,9.78142E+12
21752,The Visitor (Jack Reacher  #4),Lee Child/Hayward Morse,4.09,1860429165,9.78186E+12
21753,Echo Burning (Jack Reacher  #5),Lee Child,4.01,1423319524,9.78142E+12
21756,Tripwire (Jack Reacher  #3),Lee Child/Dick Hill,4.09,1593358725,9.78159E+12
21758,The Enemy (Jack Reacher  #8),Lee Child/Dick Hill,4.16,1593354746,9.78159E+12
21759,Tripwire (Jack Reacher  #3),Lee Child/Dick Hill,4.09,1593555601,9.78159E+12
21763,Tripwire (Jack Reacher  #3),Lee Child/Dick Hill,4.09,1593357389,9.78159E+12
21764,The Enemy (Jack Reacher  #8),Lee Child/Dick Hill,4.16,1593353154,9.78159E+12
21765,Blood on the Moon: The Assassination of Abraham Lincoln,Edward Steers Jr.,4.13,0813191513,9.78081E+12
21766,The Blood of the Moon: Understanding the Historic Struggle Between Islam and Western Civilization,George Grant,3.69,0785265430,9.78079E+12
21767,Blood on the Moon (Lloyd Hopkins  #1),James Ellroy,3.44,140009528X,9.7814E+12
21768,Blood Moon Over Bengal,Morag McKendrick Pippin,3.47,0843954523,9.78084E+12
21773,Blood Moon Over Britain,Morag McKendrick Pippin,3.44,0843955821,9.78084E+12
21776,The Silent Gondoliers,William Goldman,3.81,0345442636,9.78035E+12
21779,The Season: A Candid Look at Broadway,William Goldman,4.1,0879100230,0073999768442
21782,Heat,William Goldman,3.37,0446300004,9.78045E+12
21783,Tinsel,William Goldman,3.19,0440187354,9.78044E+12
21784,William Goldman: Four Screenplays,William Goldman,4.29,155783198X,0073999254907
21787,The Princess Bride,William Goldman,4.26,0345418263,9.78035E+12
21799,Hype and Glory,William Goldman/P. Gethers,3.67,0679734783,9.78068E+12
21803,La princesa prometida,William Goldman,4.26,8427030975,9.78843E+12
21806,Boys and Girls Together,William Goldman,3.67,0345439732,9.78035E+12
21819,Wait Till Next Year: The Story of a Season When What Should've Happened Didn't  and What Could've Gone Wrong Did,William Goldman/Mike Lupica,3.94,0553053191,9.78055E+12
21823,The Princess Bride: S. Morgenstern's Classic Tale of True Love and High Adventure,William Goldman,4.26,0151730857,9.78015E+12
21829,Creepers,David Morrell,3.66,1593153570,9.78159E+12
21830,The Totem,David Morrell,3.58,0446691909,9.78045E+12
21832,The League of Night and Fog (Mortalis  #3),David Morrell,4.1,0446691925,9.78045E+12
21836,Scavenger (Frank Balenger  #2),David Morrell,3.6,1593154410,9.78159E+12
21837,The Fraternity of the Stone (Mortalis  #2),David Morrell,4.16,074723891X,9.78075E+12
21838,The Brotherhood of the Rose (Mortalis  #1),David Morrell,4.14,0747238901,9.78075E+12
21841,The Protector (Cavanaugh #1),David Morrell,3.94,0446530689,9.78045E+12
21845,Assumed Identity,David Morrell,3.78,0446600709,9.78045E+12
21848,Double Image,David Morrell,3.55,2253172286,9.78225E+12
21862,La Cinquième profession,David Morrell,3.99,2253060704,9.78225E+12
21874,The Last Kingdom (The Saxon Stories  #1),Bernard Cornwell/Jamie Glover,4.25,0061126578,9.78006E+12
21895,The Last Kingdom (The Saxon Stories  #1),Bernard Cornwell/Tom Sellwood,4.25,0792734750,9.78079E+12
21906,The Last Kingdom (The Saxon Stories  #1),Bernard Cornwell/Jamie Glover,4.25,0060759259,9.78006E+12
21928,Time To Hunt (Bob Lee Swagger  #3),Stephen Hunter/Beau Bridges,4.26,055345580X,9.78055E+12
21930,Black Light (Bob Lee Swagger  #2),Stephen Hunter/Beau Bridges,4.13,055347748X,9.78055E+12
21931,The Day Before Midnight,Stephen Hunter/Philip Bosco,4.01,0553452118,9.78055E+12
21932,Hot Springs (Earl Swagger  #1),Stephen Hunter/Jay O. Sanders,4.13,0743500261,9.78074E+12
21933,Point Of Impact (Bob Lee Swagger  #1),Stephen Hunter/Beau Bridges,4.27,0739344242,9.78074E+12
21934,Dirty White Boys,Stephen Hunter/Will Patten,4.05,1570421927,9.78157E+12
21947,Bevor es Nacht wird. Ein Leben in Havanna,Reinaldo Arenas,4.17,3423129867,9.78342E+12
21969,The Book of the Dead  (Pendergast  #7; Diogenes  #3),Douglas Preston/Lincoln Child/Scott Brick,4.13,1594832285,9.78159E+12
21972,Relic (Pendergast #1),Douglas Preston/Lincoln Child,4.02,1423330412,9.78142E+12
21974,The Wheel of Darkness (Pendergast  #8),Douglas Preston/Lincoln Child,3.93,1594839417,9.78159E+12
21980,Tyrannosaur Canyon,Douglas Preston/Scott Sowers,3.8,1593977794,9.78159E+12
21991,Waterworks,E.L. Doctorow/Sam Waterston,3.44,0679433724,9.78068E+12
21996,The Devil in the White City: Murder  Magic  and Madness at the Fair That Changed America,Erik Larson/Tony Goldwyn,3.99,0739303406,9.78074E+12
22017,King Icahn,Mark      Stevens/Carol Bloom Stevens,3.97,0525936130,9.78053E+12
22026,The Sicilian,Mario Puzo,3.97,0345441702,9.78035E+12
22027,The Dark Arena,Mario Puzo,3.35,0345441699,9.78035E+12
22028,Omerta,Mario Puzo,3.71,0345432401,9.78035E+12
22035,Fools Die,Mario Puzo,3.72,0451160193,9.78045E+12
22036,The Godfather,Mario Puzo/Peter Bart/Robert Thompson,4.37,0451217403,9.78045E+12
22037,The Fortunate Pilgrim,Mario Puzo,3.83,0345476727,9.78035E+12
22060,On the Road to Perdition — Oasis  Sanctuary  and Detour — (Road to Perdition  #2),Max Allan Collins/José Luis García-López/Steve Lieber/Josef Rubinstein/Rob Leigh/Bob Lappan,3.66,1401203574,9.7814E+12
22061,Oasis (On the Road to Perdition  #1),Max Allan Collins/Steve Lieber/Josef Rubinstein/Rob Leigh/José Luis García-López/Bob Lappan,3.55,1401200680,9.7814E+12
22063,Double Dealer (CSI: Crime Scene Investigation  #1),Max Allan Collins/Mike Flaherty,3.67,0743444043,9.78074E+12
22065,The London Blitz Murders (Disaster Series  #5),Max Allan Collins,3.72,0425198057,9.78043E+12
22067,The Last Quarry (Quarry #7),Max Allan Collins,3.93,0843955937,9.78084E+12
22068,Snake Eyes (CSI: Crime Scene Investigation  #8),Max Allan Collins,3.77,0743496655,9.78074E+12
22070,A Killing in Comics (Jack & Maggie Starr  #1),Max Allan Collins/Terry Beatty,3.65,042521365X,9.78043E+12
22072,The War of the Worlds Murder (Disaster Series  #6),Max Allan Collins,3.71,0425204014,9.78043E+12
22076,From a Buick 8,Stephen King,3.45,0743211375,9.78074E+12
22077,The Michael Crichton Collection: Jurassic Park / The Lost World / The Andromeda Strain,Michael Crichton/Chris Noth/Anthony Heald,4.29,0375415807,9.78038E+12
22082,Jurassic Park,Michael Crichton,4.02,0345418956,9.78035E+12
22095,Binary,John Lange,3.53,0394479874,9.78039E+12
22114,Un train d'or pour la Crimée,Michael Crichton,3.86,226607007X,9.78227E+12
22120,The Voices of Morebath: Reformation and Rebellion in an English Village,Eamon Duffy,3.69,0300098251,9.7803E+12
22121,Imperial Life in the Emerald City: Inside Iraq's Green Zone,Rajiv Chandrasekaran,4.02,1400044871,9.7814E+12
22123,The Coming Economic Collapse: How You Can Thrive When Oil Costs $200 a Barrel,Stephen Leeb/Glen C. Strathy,3.4,0446699004,9.78045E+12
22126,Betrayal of Trust: The Collapse of Global Public Health,Laurie Garrett/Steven M. Wolinsky,4.12,0786884401,9.78079E+12
22127,Crash Proof: How to Profit from the Coming Economic Collapse,Peter D. Schiff/John Downes,3.78,0470043601,9.78047E+12
22128,Patriots (The Coming Collapse),James Wesley, Rawles,3.63,156384155X
22133,The World  the Text  and the Critic,Edward W. Said/إدوارد سعيد,4.18,0674961870,9.78067E+12
22135,Culture and Imperialism,Edward W. Said,4.15,0679750541,9.78068E+12
22141,La economía Long Tail,Chris Anderson/Federico Villegas Silva Lezama,3.81,8493464260,9.78849E+12
22146,Prioritizing Web Usability,Jakob Nielsen/Hoa Loranger,3.94,0321350316,9.78032E+12
22148,Homepage Usability: 50 Websites Deconstructed,Jakob Nielsen/Marie Tahir,3.74,073571102X,9.78074E+12
22155,Let My People Go Surfing: The Education of a Reluctant Businessman,Yvon Chouinard,4.22,0143037838,9.78014E+12
22160,And Then There Were None,Agatha Christie/Hugh Fraser,4.26,1572704497,9.78157E+12
22163,The Wild Trees: A Story of Passion and Daring,Richard   Preston,4.09,1400064899,9.7814E+12
22166,The Boat of Dreams: A Christmas Story,Richard   Preston/George Henry Jennings,3.29,074324592X,9.78074E+12
22175,Strange Pilgrims,Gabriel García Márquez,4.03,1400034698,9.7814E+12
22176,Doce cuentos peregrinos,Gabriel García Márquez,4.03,1400034949,9.7814E+12
22186,Would I Lie to You (Gossip Girl  #10),Cecily von Ziegesar,3.59,0316011835,9.78032E+12
22188,Gossip Girl (Gossip Girl  #1),Cecily von Ziegesar,3.52,0316910333,9.78032E+12
22192,All I Want is Everything (Gossip Girl  #3),Cecily von Ziegesar,3.55,0316912123,9.78032E+12
22193,You're the One That I Want (Gossip Girl  #6),Cecily von Ziegesar,3.71,0316735167,9.78032E+12
22195,The Zero,Jess Walter,3.51,0060898658,9.78006E+12
22196,Zero: The Biography of a Dangerous Idea,Charles Seife,3.96,0285635948,9.78029E+12
22197,Zero Debt: The Ultimate Guide to Financial Freedom,Lynnette Khalfani,3.74,1932450750,9.78193E+12
22198,The Hunt for Zero Point: Inside the Classified World of Antigravity Technology,Nick Cook,4.12,0767906284,9.78077E+12
22199,Year Zero,Jeff Long,3.6,1416534423,9.78142E+12
22200,Count Zero (Sprawl  #2),William Gibson,4.01,0441013678,9.78044E+12
22201,Triple Zero  (Star Wars: Republic Commando  #2),Karen Traviss,4.24,0345490096,9.78035E+12
22202,Bravo Two Zero,Andy McNab,4.09,0552153575,9.78055E+12
22205,This Lullaby,Sarah Dessen,4.03,0142501557,9.78014E+12
22207,Lullabies for Little Criminals,Heather O'Neill,3.98,0060875070,9.78006E+12
22208,Hush! A Thai Lullaby,Minfong Ho/Holly Meade,4.03,0531071669,9.78053E+12
22209,Lullaby Town (Elvis Cole  #3),Robert Crais,4.14,0752817000,9.78075E+12
22219,The Iliad (SparkNotes Literature Guides),SparkNotes/Homer,3.65,1586633716,9.78159E+12
22221,The Iliad,Homer,3.86,0471377589,9.78047E+12
22225,The Princess Bride (Long  Tall Texans  #15),Diana Palmer,3.89,0373192827,9.78037E+12
22226,The Sultan's Bought Bride  (Princess Brides  #1),Jane Porter,3.74,037312418X,9.78037E+12
22227,The Sheik & the Princess Bride (Desert Rogues  #8),Susan   Mallery,3.95,0373246471,9.78037E+12
22229,The Prince Kidnaps a Bride (Lost Princesses  #3),Christina Dodd,3.79,0060561181,9.78006E+12
22230,Stargirl (Stargirl  #1),Jerry Spinelli,3.76,0440416779,9.78044E+12
22233,Love  Stargirl (Stargirl  #2),Jerry Spinelli,3.82,0375813756,9.78038E+12
22235,Stargirl LitPlans on CD,Mary B. Collins,4.86,158337292X,9.78158E+12
22237,Son of the Mob (Son of the Mob  #1),Gordon Korman,3.72,0786815930,9.78079E+12
22238,Hollywood Hustle (Son of the Mob  #2),Gordon Korman,3.64,0786809191,9.78079E+12
22239,For the Sins of My Father: A Mafia Killer  His Son  and the Legacy of a Mob Life,Albert Demeo/Mary Jane Ross,4.05,0767906896,9.78077E+12
22242,El ojo de fuego,Lewis Perdue,3.66,848974615X,9.78849E+12
22265,Neptune Noir: Unauthorized Investigations into Veronica Mars,Rob Thomas/Leah Wilson/Heather Havrilesky/Amy Berner/Lynne Edwards/John  Ramos/Alafair Burke/Chris McCubbin/Lawrence Watt-Evans/Lani Diane Rich/Geoff Klock/Judy Fitzwater/Evelyn Vaughn/Joyce Millman/Amanda Ann Klein/Kristen Kidder/Jesse Hassenger/Gwen Ellery/Misty Hook/Samantha Bornemann,3.63,1933771135,9.78193E+12
22268,The Soloist,Nicholas Christopher,3.3,1593761228,9.78159E+12
22277,Kenang-Kenangan Seorang Geisha (Memoirs of a Geisha),Arthur Golden,4.11,9833346685,9.78983E+12
22278,Memoirs of a Geisha,Arthur Golden,4.11,0701169699,9.7807E+12
22283,Survivor,Chuck Palahniuk,3.92,009928264X,9.7801E+12
22284,Diary,Chuck Palahniuk,3.61,1400032814,9.7814E+12
22285,Rant,Chuck Palahniuk,3.81,0385517874,9.78039E+12
22286,Clown Girl,Monica Drake/Chuck Palahniuk,3.39,0976631156,9.78098E+12
22287,Choke,Chuck Palahniuk,3.7,0099422689,9.7801E+12
22288,Haunted,Chuck Palahniuk,3.59,1400032822,9.7814E+12
22289,Fugitives and Refugees: A Walk in Portland  Oregon,Chuck Palahniuk,3.51,1400047838,9.7814E+12
22292,Haunted,Chuck Palahniuk/Erik Darling/Arthur Morey/Scott Brick/Lorna Raver/Marc Cashman/Kimberly Farr/Renee Randman,3.59,0739302868,9.78074E+12
22293,Nonfiction,Chuck Palahniuk,3.57,0224063022,9.78022E+12
22296,Haunted,Chuck Palahniuk,3.59,0224064452,9.78022E+12
22297,Survivant,Chuck Palahniuk/Freddy Michalski,3.92,2070756270,9.78207E+12
22298,Fantasmas,Chuck Palahniuk/Javier Calvo,3.59,9879397509,9.78988E+12
22302,Error humano,Chuck Palahniuk/Javier Calvo,3.57,8439711867,9.78844E+12
22304,Life After God,Douglas Coupland,3.79,0743231511,9.78074E+12
22306,City of Glass: Douglas Coupland's Vancouver,Douglas Coupland,3.83,1550548182,9.78155E+12
22307,Terry: Terry Fox and His Marathon of Hope,Douglas Coupland,4.34,1553651529,9.78155E+12
22311,All Families Are Psychotic,Douglas Coupland,3.67,0007117531,9.78001E+12
22312,Shampoo Planet,Douglas Coupland,3.5,0743231538,9.78074E+12
22321,All Tomorrow's Parties (Bridge  #3),William Gibson,3.91,0425190447,9.78043E+12
22322,Spook Country (Blue Ant  #2),William Gibson,3.69,0399154302,9.7804E+12
22323,Burning Chrome (Sprawl  #0),William Gibson/Bruce Sterling/Jonathan Davis/Dennis Holland/Kevin Pariseau/Victor Bevine/Jay Snyder/Brian Nishil/L.J. Ganser/Oliver Wyman/Eric Michael Summerer/Marc Vietor,4.06,0060539828,9.78006E+12
22325,Idoru (Bridge #2),William Gibson,3.8,0425190455,9.78043E+12
22326,Virtual Light (Bridge  #1),William Gibson,3.85,0140157727,9.78014E+12
22331,Stable Strategies and Others,Eileen Gunn/Howard Waldrop/William Gibson,3.77,189239118X,9.78189E+12
22332,Cyberpunk and Cyberculture: Science Fiction and the Work of William Gibson,Dani Cavallaro,3.77,0485006073,9.78049E+12
22337,The Neil Gaiman Audio Collection,Neil Gaiman,4.24,0060732989,9.78006E+12
22338,The Day I Swapped My Dad for Two Goldfish,Neil Gaiman/Dave McKean,4.03,0060587032,9.78006E+12
22339,Death: The Time of Your Life (Death of the Endless  #2),Neil Gaiman/Chris Bachalo/Mark Buckingham/Mark Pennington/Claire Danes,4.22,1563893339,9.78156E+12
22344,Creatures of the Night,Neil Gaiman/Michael Zulli,3.83,1569719365,9.78157E+12
22345,New X-Men  Volume 4: Riot at Xavier's,Grant Morrison/Frank Quitely,4.06,0785110674,9.78079E+12
22347,The Invisibles  Volume 1: Say You Want a Revolution,Grant Morrison/Steve Yeowell/Jill Thompson/Dennis Cramer/Peter Milligan,3.95,1563892677,9.78156E+12
22348,The Mystery Play,Grant Morrison/Jon J. Muth,3.44,1563891891,9.78156E+12
22350,Kid Eternity,Grant Morrison/Duncan Fegredo,3.41,1401209335,9.7814E+12
22351,New X-Men  Volume 1: E Is for Extinction,Grant Morrison/Frank Quitely,4.06,0785108114,9.78079E+12
